"Downloaded on",03/04/2025,"18:23:45 EST"
"Search URL",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22chamber%22%3A%22Senate%22%2C%22type%22%3A%22bills%22%2C%22party%22%3A%5B%22Republican%22%2C%22Independent%22%5D%2C%22congress%22%3A%2295%22%7D

,"Resize row height to view Amendment Text (Latest) as Excel may have collapsed cells with large texts."

"Legislation Number",URL,Congress,Title,Sponsor,"Party of Sponsor","Date of Introduction",Committees,"Latest Action","Latest Action Date",Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,"Number of Cosponsors",Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,"Number of Related Bills","Related Bill","Related Bill","Related Bill","Related Bill Relationships Identified by","Related Bill Relationships Identified by","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Latest Summary","Amends Bill","Date Offered","Date Submitted","Date Proposed","Amendment Text (Latest)","Amends Amendment"
"S. 1403",https://www.congress.gov/bill/95th-congress/senate-bill/1403,"95th Congress (1977-1978)","A bill to provide for conveyance of certain lands near Dixon, N. Mex., to the University of New Mexico.","Domenici, Pete V. [Sen.-R-NM] (Introduced 04/27/1977)",Republican,04/27/1977,"Senate - Energy and Natural Resources","Public Law 95-550.",10/30/1978,"Schmitt, Harrison H. [Sen.-R-NM]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Land transfers","New Mexico","Public Lands and Natural Resources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"(Measure passed Senate, amended) <p> Directs the Secretary of the Interior to convey at fair market value specified lands near Dixon, New Mexico, to the University of New Mexico. <p>  Requires the Secretary to be assured by the University that there are no valid mining claims, with due exception on the described lands.  Prohibits the University from conveying the lands or commercially mining the land.  Provides that, if necessary for the security of the United States, the University may lease the land for mining to a person designated by the Secretary with any royalties to be paid to the United States.",,,,,,
"S. 1402",https://www.congress.gov/bill/95th-congress/senate-bill/1402,"95th Congress (1977-1978)","A bill to establish a National Agricultural Research, Extension, and Teaching Policy Advisory Board.","Dole, Robert J. [Sen.-R-KS] (Introduced 04/27/1977)",Republican,04/27/1977,"Senate - Agriculture, Nutrition, and Forestry","Referred to Senate Committee on Agriculture, Nutrition and Forestry.",04/27/1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Advisory bodies","Agricultural colleges","Agricultural education","Agricultural research","Agriculture and Rural Affairs","Agriculture and Food","Animals and Animal Protection",Colleges,"Department of Agriculture","Disease control",Education,"Executive reorganization","Federal advisory bodies","Federal officials","Forestry research","Forests and forest products","Government Operations and Politics",Health,"Medical education","Medical personnel",Nutrition,"Research and development","Research grants",Teachers,"Veterinary medicine",,,,,,,,,,,,,,,0,,,,,,,,,"<p>National Agricultural Research, Extension, and Teaching Policy Act - <b>Title I: Coordination and Planning of Agricultural Research, Extension, and Teaching</b> - Directs the Secretary of Agriculture to coordinate all research, extension, and teaching activity in the food and agricultural sciences conducted or financed by the U.S. Department of Agriculture and other agencies of the United States Government.  Establishes one additional Assistant Secretary of Agriculture to perform such duties as are necessary to carry out the purposes of this Act. <p>Establishes a Joint Council on Food and Agricultural Sciences to foster coordination of the research, extension and teaching activities of the Federal Government, the States, colleges and universities and other public and private institutions and persons involved in the food and agricultural sciences. <p>Establishes within the Federal Coordinating Council for Science, Engineering and Technology a Subcommittee on Food and Renewable Resources to review Federal research and development programs relevant to world food and fiber production and distribution, to promote planning and coordination of this research in the Federal Government and to recommend policies and measures concerning food and agricultural science to for the consideration of the Council. <p>Requires the Secretary to submit to the President and the Congress an annual report containing an annually updated five-year national agricultural research plan and a review of specified categories of research, extension, and teaching activities of the Department and their relationship to the related activities of other Federal, State and private agencies. <p><b>Title II:  National Agricultural Research, Extension, and Teaching Policy Advisory Board</b> - Establishes within the Department of Agriculture a permanent Agricultural Research, Extension and Teaching Policy Advisory Board.  States that the Board's responsibilities shall include:  (1) reviewing programs, policies, plans and goals of food and agricultural research agencies; (2) providing a forum for research-sponsoring agencies to exchange information on programs relating to food and agriculture; (3) reviewing and consulting on national policies, priorities and strategies for food and agricultural research, extension and teaching; and (4) assessing the overall adequacy of and making recommendations to the Secretary regarding the distribution of resources. <p><b>Title III:  Program of Grants for Agricultural Research</b> - Repeals the existing requirement that at least 20 percent of grant funds distributed to the States be used by State agricultural experiment stations for marketing research. <p>Authorizes the Secretary to make grants, in addition to any already made under Federal law, for periods not to exceed five years, on a competitive basis to State agricultural experiment stations, colleges, universities and other research institutions, giving priority to research in those fields of basic and applied research in food and agricultural science promising advances and breakthroughs in new areas of knowledge.  Permits a university to receive a competitive grant for a program of basic and/or applied research in human nutrition and issues relating to families. Specifies authorizations and allocations of funds to State agricultural experiment stations for fiscal years 1978 through 1982.  Directs the Secretary to make grants to eligible institutions for the construction or improvement of agricultural research facilities. <p>Authorizes the Secretary to cooperate with and assist the States in carrying out programs of animal disease research at eligible institutions.  Sets a formula for the allocation of appropriations for such research. <p>Authorizes the Secretary to conduct a program of grants to assist States which do not have an accredited college of veterinary medicine in the construction of such, the employment of faculty, the acquisition of equipment, and other necessaries. <p>Amends the Forest and Rangeland Renewable Resources Planning Act of 1974 to direct the Secretary to carry out a comprehensive program of forest and rangeland renewable resources research, keying on management, environmental protection, utilization, and assessment research. Authorizes the Secretary to establish and maintain a system of experiment stations, experimental areas, and other forest and rangeland research facilities. <p>Directs the Secretary to conduct a comprehensive study into the feasibility of extending a permanent funding arrangement for food and agricultural sciences research to 1890 land-grant educational institutions. <p>Directs the Secretary to conduct a comprehensive study of the effects of changing climate and weather on crop and livestock productivity in the United States. <p><b>Title IV:  Program for Agricultural Extension</b> - Directs the Cooperative Extension Service to give increasing attention to education programs for the preservation of the family farm system, human nutrition, energy conservation, forestry and natural resources, and animal diseases. <p>Requires the Secretary to evaluate for the Congress the economic and social consequences of the programs of the Extension Service. <p><b>Title V:  Teaching, Training, and Manpower Development</b> - Transfers the administration of additional appropriations for agricultural colleges from the Department of Health, Education, and Welfare to the Department of Agriculture. <p>Authorizes the Secretary to make competitive grants to universities for the purpose of carrying out undergraduate and graduate teaching in the food and agricultural sciences.  Directs the Secretary to conduct a program of graduate assistantships and post- doctoral research fellowships in such sciences and stipulates criteria for the awarding of such assistantships and fellowships. <p>Establishes within the National Agricultural Library a Board of Regents to determine policy in building the national library network. <p><b>Title VI:  Authorization for Appropriations of Ongoing Agricultural Research Programs</b> - Authorizes the appropriation of specified sums for specified existing and new programs under this Act, for fiscal years 1978 through 1982.",,,,,,
"S. 1401",https://www.congress.gov/bill/95th-congress/senate-bill/1401,"95th Congress (1977-1978)","A bill for the relief of Elvi Engelsmann Jensen.","Dole, Robert J. [Sen.-R-KS] (Introduced 04/27/1977)",Republican,04/27/1977,"House - Judiciary | Senate - Judiciary","Private Law 95-151.",10/31/1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Private Legislation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Authorizes classification of a certain individual as a child for purposes of the Immigration and Nationality Act.",,,,,,
"S. 1385",https://www.congress.gov/bill/95th-congress/senate-bill/1385,"95th Congress (1977-1978)","A bill to amend title XVIII of the Social Security Act to authorize payment under the supplementary medical insurance program for services furnished by physician extenders.","Helms, Jesse [Sen.-R-NC] (Introduced 04/26/1977)",Republican,04/26/1977,"Senate - Finance","Referred to Senate Committee on Finance.",04/26/1977,"Bartlett, Dewey F. [Sen.-R-OK]","Lugar, Richard G. [Sen.-R-IN]","McClure, James A. [Sen.-R-ID]","Schmitt, Harrison H. [Sen.-R-NM]","Thurmond, Strom [Sen.-R-SC]","Young, Milton R. [Sen.-R-ND]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Health,"Medical personnel",Medicare,Nurses,"Paramedical personnel","Social Welfare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.7870,,,Senate,,"06/17/1977 Referred to House Committee on Interstate and Foreign Commerce.",,,"<p>Amends Title XVIII (Medicare) of the Social Security Act to expand the coverage of the supplementary medical insurance program to include physician extender services to the extent recognized under State law.",,,,,,
"S. 1384",https://www.congress.gov/bill/95th-congress/senate-bill/1384,"95th Congress (1977-1978)","A bill to amend the Internal Revenue Code of 1954 to allow a tax credit for certain contributions of literary, musical, or artistic compositions.","Javits, Jacob K. [Sen.-R-NY] (Introduced 04/26/1977)",Republican,04/26/1977,"Senate - Finance","Referred to Senate Committee on Finance.",04/26/1977,"Goldwater, Barry [Sen.-R-AZ]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Arts,"Arts, Culture, Religion","Income tax","Tax credits","Tax-exempt organizations",Taxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.439,,,Senate,,"01/04/1977 Referred to House Committee on Ways and Means.",,,"<p>Amends the Internal Revenue Code to allow a limited credit against the income tax for contributions of the taxpayer's literary, musical or artistic compositions to certain tax exempt organizations. Limits the credit allowed for any one year to the amount of tax on past gross income attributable to the sale of such compositions.  Disallows any credit for letters, memoranda, or similar property relating to the duties of any governmental office held by the taxpayer when they were composed. <p>Limits the credit taken in any taxable year to the greater of $2,500 or 50 percent of the taxpayer's income tax liability for the year.  Disallows a credit to the extent that the total value of contribution exceeds $35,000.  Allows a five-year carry-over of any credit disallowed by the previous two limitations. <p>Requires that the donee certify to the taxpayer that the contribution is material of literary, artistic or musical significance and its use will be related to the purpose upon which the donee's tax exempt status is based.",,,,,,
"S. 1366",https://www.congress.gov/bill/95th-congress/senate-bill/1366,"95th Congress (1977-1978)","A bill to deauthorize the Nebraska Midstate Division of the Pick-Sloan Missouri Basin program, Nebraska.","Curtis, Carl T. [Sen.-R-NE] (Introduced 04/25/1977)",Republican,04/25/1977,"Senate - Energy and Natural Resources","Referred to Senate Committee on Energy and Natural Resources.",04/25/1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Irrigation,"Missouri River development",Nebraska,"Public works","Water Resources Development",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Deauthorizes the construction of the Nebraska Mid-State Division (for surface irrigation) of the Pick-Sloan Missouri Basin Program, Nebraska.",,,,,,
"S. 1365",https://www.congress.gov/bill/95th-congress/senate-bill/1365,"95th Congress (1977-1978)","A bill for the relief of Nicholas A. Aguwa.","Mathias, Charles McC., Jr. [Sen.-R-MD] (Introduced 04/25/1977)",Republican,04/25/1977,"Senate - Judiciary","Referred to Senate Committee on the Judiciary.",04/25/1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Private Legislation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Declares a certain individual lawfully admitted to the United States for permanent residence, under the Immigration and Nationality Act.",,,,,,
"S. 1361",https://www.congress.gov/bill/95th-congress/senate-bill/1361,"95th Congress (1977-1978)","A bill to preserve the academic freedom and the autonomy of institutions of higher education and to condition the authority of officials of the United States to issue rules, regulations, or orders with respect to institutions of higher education.","Helms, Jesse [Sen.-R-NC] (Introduced 04/22/1977)",Republican,04/22/1977,"Senate - Human Resources","Referred to Senate Committee on Human Resources.",04/22/1977,"Allen, James B. [Sen.-D-AL]","Bellmon, Henry L. [Sen.-R-OK]","Garn, E. J. (Jake) [Sen.-R-UT]","Hatch, Orrin G. [Sen.-R-UT]","Hayakawa, Samuel Ichiye [Sen.-R-CA]","McClure, James A. [Sen.-R-ID]","Schmitt, Harrison H. [Sen.-R-NM]","Thurmond, Strom [Sen.-R-SC]","Tower, John G. [Sen.-R-TX]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Academic freedom",Education,"Federal aid to education","Higher education",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.7156,,,Senate,,"05/12/1977 Referred to House Committee on Education and Labor.",,,"<p>Academic Freedom Act - Requires any regulation affecting any institution of higher learning to be published in the Federal Register and include an educational impact statement. <p>Prohibits enforcement of any regulation which fails to maintain academic requirements for graduate or undergraduate admissions. <p>Restricts the authority and enforcement powers of Federal officials with respect to educational programs or activities of institutions of higher education receiving Federal financial assistance.",,,,,,
"S. 1355",https://www.congress.gov/bill/95th-congress/senate-bill/1355,"95th Congress (1977-1978)","A bill for the relief of Martina Navratilova.","Curtis, Carl T. [Sen.-R-NE] (Introduced 04/22/1977)",Republican,04/22/1977,"Senate - Judiciary","Referred to Senate Committee on the Judiciary.",04/22/1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Private Legislation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Declares a certain individual lawfully admitted to the United States for permanent residence, under the Immigration and Nationality Act.",,,,,,
"S. 1354",https://www.congress.gov/bill/95th-congress/senate-bill/1354,"95th Congress (1977-1978)","A bill to reorganize the executive branch of the Government and increase its economy and efficiency by establishing offices of Inspector General within the Departments of Agriculture, Commerce, Housing and Urban Development, the Interior, Labor, and Transportation, and within the Energy Research and Development Administration, the Environmental Protection Agency, the General Services Administration, the National Aeronautics and Space Administration, and the Veterans' Administration.","Helms, Jesse [Sen.-R-NC] (Introduced 04/22/1977)",Republican,04/22/1977,"Senate - Governmental Affairs","Referred to Senate Committee on Governmental Affairs.",04/22/1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Auditing,"Crime and Law Enforcement","Department of Agriculture","Department of Commerce","Department of Housing and Urban Development","Department of Labor","Department of Transportation","Department of the Interior","Environmental Protection Agency","Federal aid programs",Fraud,"General Services Administration","Government Operations and Politics","Governmental investigations","National Aeronautics and Space Administration","Productivity in government","Public assistance programs","Social Welfare",,,,,,,,,,,,,,,,,,,,,,1,H.R.2819,,,Senate,,"02/01/1977 Referred to House Committee on Government Operations.",,,"<p>Establishes an Office of Inspector General within each of the Departments of Agriculture, Commerce, Housing and Urban Development, Interior, Labor, and Transportation, the Environmental Protection Agency, and the Energy Research and Development, General Services, National Aeronautics and Space, and Veterans' Administrations.  Makes it the duty of such Offices to direct the auditing and investigation of the programs of the agency in which each such Office is established and to recommend policies to each respective agency to promote the efficiency and economy of and to prevent and detect fraud and abuse in the programs administered by each agency. Directs each such Office to coordinate the relationships between its agency and other Federal agencies, States, and local government agencies in carrying out its mission.  Requires each such Office to keep Congress and the head of the respective agency fully informed concerning its activities and findings.  Specifies the frequency and content of reports. <p>Transfers to each Office specified existing audit and investigation offices within the appropriate agencies.",,,,,,
