"Downloaded on",03/05/2025,"13:57:07 EST"
"Search URL",https://www.congress.gov/advanced-search?raw=%5B%7B%22op%22%3A%22AND%22%2C%22conditions%22%3A%5B%7B%22op%22%3A%22AND%22%2C%22inputs%22%3A%7B%22source%22%3A%22legislation%22%2C%22field%22%3A%22congress%22%2C%22operator%22%3A%22multi%22%2C%22value%22%3A%5B%22118%22%2C%22117%22%2C%22116%22%2C%22112%22%2C%22111%22%5D%7D%7D%5D%7D%2C%7B%22op%22%3A%22AND%22%2C%22conditions%22%3A%5B%7B%22op%22%3A%22AND%22%2C%22inputs%22%3A%7B%22source%22%3A%22legislation%22%2C%22field%22%3A%22chamber%22%2C%22operator%22%3A%22is%22%2C%22value%22%3A%22Senate%22%7D%7D%5D%7D%2C%7B%22op%22%3A%22AND%22%2C%22conditions%22%3A%5B%7B%22op%22%3A%22AND%22%2C%22inputs%22%3A%7B%22source%22%3A%22legislation%22%2C%22field%22%3A%22committee%22%2C%22operator%22%3A%22containsAll%22%2C%22value%22%3A%22Finance%22%7D%7D%5D%7D%2C%7B%22op%22%3A%22AND%22%2C%22conditions%22%3A%5B%7B%22op%22%3A%22AND%22%2C%22inputs%22%3A%7B%22source%22%3A%22legislation%22%2C%22field%22%3A%22sponsor-party%22%2C%22operator%22%3A%22is%22%2C%22value%22%3A%22Democratic%22%7D%7D%5D%7D%5D&q=%7B%22type%22%3A%22bills%22%2C%22congress%22%3A%22112%22%7D

,"Resize row height to view Amendment Text (Latest) as Excel may have collapsed cells with large texts."

"Legislation Number",URL,Congress,Title,Sponsor,"Party of Sponsor","Date of Introduction",Committees,"Latest Action","Latest Action Date",Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,"Number of Cosponsors",Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,"Number of Related Bills","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill Relationships Identified by","Related Bill Relationships Identified by","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Latest Summary","Amends Bill","Date Offered","Date Submitted","Date Proposed","Amendment Text (Latest)","Amends Amendment"
"S. 2582",https://www.congress.gov/bill/112th-congress/senate-bill/2582,"112th Congress (2011-2012)","A bill to suspend temporarily the duty on certain textile device book style covers.","Feinstein, Dianne [Sen.-D-CA] (Introduced 05/07/2012)",Democratic,05/07/2012,"Senate - Finance","Read twice and referred to the Committee on Finance.",05/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Foreign Trade and International Finance",Tariffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amends the Harmonized Tariff Schedule of the United States to suspend temporarily the duty on certain textile device book style covers.",,,,,,
"S. 2581",https://www.congress.gov/bill/112th-congress/senate-bill/2581,"112th Congress (2011-2012)","A bill to suspend temporarily the duty on certain plastic device book style covers.","Feinstein, Dianne [Sen.-D-CA] (Introduced 05/07/2012)",Democratic,05/07/2012,"Senate - Finance","Read twice and referred to the Committee on Finance.",05/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Foreign Trade and International Finance",Tariffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amends the Harmonized Tariff Schedule of the United States to suspend temporarily the duty on certain plastic device book style covers.",,,,,,
"S. 2580",https://www.congress.gov/bill/112th-congress/senate-bill/2580,"112th Congress (2011-2012)","A bill to suspend temporarily the duty on insulated food or beverage bags with outer surface of man made fiber, with removable inner liner of hard plastic, certified by the importer as containing over 40 percent by weight of recycled plastics, not to exceed 300 mm in length.","Feinstein, Dianne [Sen.-D-CA] (Introduced 05/07/2012)",Democratic,05/07/2012,"Senate - Finance","Read twice and referred to the Committee on Finance.",05/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Foreign Trade and International Finance",Tariffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amends the Harmonized Tariff Schedule of the United States to suspend temporarily the duty on insulated food or beverage bags with outer surface of man made fiber, with removable inner liner of hard plastic, certified by the importer as containing over 40 percent by weight of recycled plastics, not to exceed 300 mm in length.",,,,,,
"S. 2579",https://www.congress.gov/bill/112th-congress/senate-bill/2579,"112th Congress (2011-2012)","A bill to suspend temporarily the duty on insulated food or beverage bags with outer surface of man made fiber, with removable inner liner of hard plastic, certified by the importer as containing over 40 percent by weight of recycled plastics, exceeding 300 mm in length.","Feinstein, Dianne [Sen.-D-CA] (Introduced 05/07/2012)",Democratic,05/07/2012,"Senate - Finance","Read twice and referred to the Committee on Finance.",05/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Foreign Trade and International Finance",Tariffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amends the Harmonized Tariff Schedule of the United States to suspend temporarily the duty on insulated food or beverage bags with outer surface of man made fiber, with removable inner liner of hard plastic, certified by the importer as containing over 40 percent by weight of recycled plastics, exceeding 300 mm in length.",,,,,,
"S. 2578",https://www.congress.gov/bill/112th-congress/senate-bill/2578,"112th Congress (2011-2012)","A bill to suspend temporarily the duty on certain non-toric shaped polarized materials of more than 80mm diameter.","Feinstein, Dianne [Sen.-D-CA] (Introduced 05/07/2012)",Democratic,05/07/2012,"Senate - Finance","Read twice and referred to the Committee on Finance.",05/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Foreign Trade and International Finance",Tariffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amends the Harmonized Tariff Schedule of the United States to suspend temporarily the duty on certain non-toric shaped polarized materials of more than 80mm diameter.",,,,,,
"S. 2577",https://www.congress.gov/bill/112th-congress/senate-bill/2577,"112th Congress (2011-2012)","A bill to suspend temporarily the duty on certain non-toric shaped polarized materials of 80mm or less diameter.","Feinstein, Dianne [Sen.-D-CA] (Introduced 05/07/2012)",Democratic,05/07/2012,"Senate - Finance","Read twice and referred to the Committee on Finance.",05/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Foreign Trade and International Finance",Tariffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amends the Harmonized Tariff Schedule of the United States to suspend temporarily the duty on certain non-toric shaped polarized materials of 80mm or less diameter.",,,,,,
"S. 2576",https://www.congress.gov/bill/112th-congress/senate-bill/2576,"112th Congress (2011-2012)","A bill to suspend temporarily the duty on certain toric shaped polarized materials.","Feinstein, Dianne [Sen.-D-CA] (Introduced 05/07/2012)",Democratic,05/07/2012,"Senate - Finance","Read twice and referred to the Committee on Finance.",05/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Foreign Trade and International Finance",Tariffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amends the Harmonized Tariff Schedule of the United States to suspend temporarily the duty on certain toric shaped polarized materials.",,,,,,
"S. 2575",https://www.congress.gov/bill/112th-congress/senate-bill/2575,"112th Congress (2011-2012)","A bill to reduce the duty on golf club putter heads.","Feinstein, Dianne [Sen.-D-CA] (Introduced 05/07/2012)",Democratic,05/07/2012,"Senate - Finance","Read twice and referred to the Committee on Finance.",05/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Foreign Trade and International Finance",Tariffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Amends the Harmonized Tariff Schedule of the United States to reduce temporarily the duty on golf club putter heads. </p>",,,,,,
"S. 2574",https://www.congress.gov/bill/112th-congress/senate-bill/2574,"112th Congress (2011-2012)","A bill to suspend temporarily the duty on certain mechanics' work gloves.","Feinstein, Dianne [Sen.-D-CA] (Introduced 05/07/2012)",Democratic,05/07/2012,"Senate - Finance","Read twice and referred to the Committee on Finance.",05/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Foreign Trade and International Finance",Tariffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amends the Harmonized Tariff Schedule of the United States to suspend temporarily the duty on certain mechanics' work gloves.",,,,,,
"S. 2573",https://www.congress.gov/bill/112th-congress/senate-bill/2573,"112th Congress (2011-2012)","A bill to extend and modify the temporary suspension of duty on metal halide lamps designed for use in video projectors.","Feinstein, Dianne [Sen.-D-CA] (Introduced 05/07/2012)",Democratic,05/07/2012,"Senate - Finance","Read twice and referred to the Committee on Finance.",05/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Foreign Trade and International Finance",Tariffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Amends the Harmonized Tariff Schedule of the United States to: (1) modify the article description of metal halide lamps designed for use in video projectors, and (2) extend temporarily the suspension of duty on such articles.</p>",,,,,,
"S. 2572",https://www.congress.gov/bill/112th-congress/senate-bill/2572,"112th Congress (2011-2012)","A bill to suspend temporarily the duty on certain wide-range high sensitivity zoom security cameras.","Feinstein, Dianne [Sen.-D-CA] (Introduced 05/07/2012)",Democratic,05/07/2012,"Senate - Finance","Read twice and referred to the Committee on Finance.",05/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Foreign Trade and International Finance",Tariffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amends the Harmonized Tariff Schedule of the United States to suspend temporarily the duty on certain wide-range high sensitivity zoom security cameras.",,,,,,
"S. 2571",https://www.congress.gov/bill/112th-congress/senate-bill/2571,"112th Congress (2011-2012)","A bill to suspend temporarily the duty on certain mechanics' work gloves.","Feinstein, Dianne [Sen.-D-CA] (Introduced 05/07/2012)",Democratic,05/07/2012,"Senate - Finance","Read twice and referred to the Committee on Finance.",05/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Foreign Trade and International Finance",Tariffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amends the Harmonized Tariff Schedule of the United States to suspend temporarily the duty on certain mechanics' work gloves.",,,,,,
"S. 2570",https://www.congress.gov/bill/112th-congress/senate-bill/2570,"112th Congress (2011-2012)","A bill to suspend temporarily the duty on certain mechanics' work gloves.","Feinstein, Dianne [Sen.-D-CA] (Introduced 05/07/2012)",Democratic,05/07/2012,"Senate - Finance","Read twice and referred to the Committee on Finance.",05/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Foreign Trade and International Finance",Tariffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amends the Harmonized Tariff Schedule of the United States to suspend temporarily the duty on certain mechanics' work gloves.",,,,,,
"S. 2569",https://www.congress.gov/bill/112th-congress/senate-bill/2569,"112th Congress (2011-2012)","A bill to suspend temporarily the duty on certain mechanics' work gloves.","Feinstein, Dianne [Sen.-D-CA] (Introduced 05/07/2012)",Democratic,05/07/2012,"Senate - Finance","Read twice and referred to the Committee on Finance.",05/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Foreign Trade and International Finance",Tariffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amends the Harmonized Tariff Schedule of the United States to suspend temporarily the duty on certain mechanics' work gloves.",,,,,,
"S. 2568",https://www.congress.gov/bill/112th-congress/senate-bill/2568,"112th Congress (2011-2012)","A bill to suspend temporarily the duty on certain mechanics' work gloves.","Feinstein, Dianne [Sen.-D-CA] (Introduced 05/07/2012)",Democratic,05/07/2012,"Senate - Finance","Read twice and referred to the Committee on Finance.",05/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Foreign Trade and International Finance",Tariffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amends the Harmonized Tariff Schedule of the United States to suspend temporarily the duty on certain mechanics' work gloves.",,,,,,
"S. 2567",https://www.congress.gov/bill/112th-congress/senate-bill/2567,"112th Congress (2011-2012)","A bill to suspend temporarily the duty on certain headphones, AC adapters, and protective cases of molded silicone.","Feinstein, Dianne [Sen.-D-CA] (Introduced 05/07/2012)",Democratic,05/07/2012,"Senate - Finance","Read twice and referred to the Committee on Finance.",05/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Foreign Trade and International Finance",Tariffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amends the Harmonized Tariff Schedule of the United States to suspend temporarily the duty on certain headphones, AC adapters, and protective cases of molded silicone.",,,,,,
"S. 2566",https://www.congress.gov/bill/112th-congress/senate-bill/2566,"112th Congress (2011-2012)","A bill to suspend temporarily the duty on certain plastic stylus pens for use with toys.","Feinstein, Dianne [Sen.-D-CA] (Introduced 05/07/2012)",Democratic,05/07/2012,"Senate - Finance","Read twice and referred to the Committee on Finance.",05/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Foreign Trade and International Finance",Tariffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amends the Harmonized Tariff Schedule of the United States to suspend temporarily the duty on certain plastic stylus pens for use with toys.",,,,,,
"S. 2565",https://www.congress.gov/bill/112th-congress/senate-bill/2565,"112th Congress (2011-2012)","A bill to suspend temporarily the duty on certain carrying cases of plastics with molded handles shaped to hold toys.","Feinstein, Dianne [Sen.-D-CA] (Introduced 05/07/2012)",Democratic,05/07/2012,"Senate - Finance","Read twice and referred to the Committee on Finance.",05/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Foreign Trade and International Finance",Tariffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amends the Harmonized Tariff Schedule of the United States to suspend temporarily the duty on certain carrying cases of plastics with molded handles shaped to hold toys.",,,,,,
"S. 2564",https://www.congress.gov/bill/112th-congress/senate-bill/2564,"112th Congress (2011-2012)","A bill to suspend temporarily the duty on certain zippered cases of textile materials with textile straps for toys.","Feinstein, Dianne [Sen.-D-CA] (Introduced 05/07/2012)",Democratic,05/07/2012,"Senate - Finance","Read twice and referred to the Committee on Finance.",05/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Foreign Trade and International Finance",Tariffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amends the Harmonized Tariff Schedule of the United States to suspend temporarily the duty on certain zippered cases of textile materials with textile straps for toys.",,,,,,
"S. 2563",https://www.congress.gov/bill/112th-congress/senate-bill/2563,"112th Congress (2011-2012)","A bill to suspend temporarily the duty on certain protective cases of molded silicone for toys.","Feinstein, Dianne [Sen.-D-CA] (Introduced 05/07/2012)",Democratic,05/07/2012,"Senate - Finance","Read twice and referred to the Committee on Finance.",05/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Foreign Trade and International Finance",Tariffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amends the Harmonized Tariff Schedule of the United States to suspend temporarily the duty on certain protective cases of molded silicone for toys.",,,,,,
"S. 2562",https://www.congress.gov/bill/112th-congress/senate-bill/2562,"112th Congress (2011-2012)","A bill to extend the temporary suspension of duty on certain cases or containers to be used for electronic drawing toys, electronic games, or educational toys.","Feinstein, Dianne [Sen.-D-CA] (Introduced 05/07/2012)",Democratic,05/07/2012,"Senate - Finance","Read twice and referred to the Committee on Finance.",05/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Foreign Trade and International Finance",Tariffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amends the Harmonized Tariff Schedule of the United States to extend the temporary suspension of duty on certain cases or containers to be used for electronic drawing toys, electronic games, or educational toys.",,,,,,
"S. 2561",https://www.congress.gov/bill/112th-congress/senate-bill/2561,"112th Congress (2011-2012)","A bill to extend the temporary suspension of duty on certain educational toys or devices.","Feinstein, Dianne [Sen.-D-CA] (Introduced 05/07/2012)",Democratic,05/07/2012,"Senate - Finance","Read twice and referred to the Committee on Finance.",05/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Foreign Trade and International Finance",Tariffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amends the Harmonized Tariff Schedule of the United States to extend the temporary suspension of duty on certain educational toys or devices.",,,,,,
"S. 2560",https://www.congress.gov/bill/112th-congress/senate-bill/2560,"112th Congress (2011-2012)","A bill to extend the temporary suspension of duty on certain bags for toys.","Feinstein, Dianne [Sen.-D-CA] (Introduced 05/07/2012)",Democratic,05/07/2012,"Senate - Finance","Read twice and referred to the Committee on Finance.",05/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Foreign Trade and International Finance",Tariffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amends the Harmonized Tariff Schedule of the United States to extend the temporary suspension of duty on certain bags for toys.",,,,,,
"S. 2559",https://www.congress.gov/bill/112th-congress/senate-bill/2559,"112th Congress (2011-2012)","A bill to suspend temporarily the duty on certain infant products.","Feinstein, Dianne [Sen.-D-CA] (Introduced 05/07/2012)",Democratic,05/07/2012,"Senate - Finance","Read twice and referred to the Committee on Finance.",05/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Foreign Trade and International Finance",Tariffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amends the Harmonized Tariff Schedule of the United States to suspend temporarily the duty on certain infant products.",,,,,,
"S. 2558",https://www.congress.gov/bill/112th-congress/senate-bill/2558,"112th Congress (2011-2012)","A bill to extend the temporary suspension of duty on artichokes, prepared or preserved otherwise than by vinegar or acetic acid, not frozen.","Feinstein, Dianne [Sen.-D-CA] (Introduced 05/07/2012)",Democratic,05/07/2012,"Senate - Finance","Read twice and referred to the Committee on Finance.",05/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Foreign Trade and International Finance",Tariffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amends the Harmonized Tariff Schedule of the United States to extend the temporary suspension of duty on artichokes, prepared or preserved otherwise than by vinegar or acetic acid, not frozen.",,,,,,
"S. 2557",https://www.congress.gov/bill/112th-congress/senate-bill/2557,"112th Congress (2011-2012)","A bill to extend the temporary suspension of duty on artichokes, prepared or preserved by vinegar or acetic acid.","Feinstein, Dianne [Sen.-D-CA] (Introduced 05/07/2012)",Democratic,05/07/2012,"Senate - Finance","Read twice and referred to the Committee on Finance.",05/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Foreign Trade and International Finance",Tariffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amends the Harmonized Tariff Schedule of the United States to extend the temporary suspension of duty on artichokes, prepared or preserved by vinegar or acetic acid.",,,,,,
"S. 2556",https://www.congress.gov/bill/112th-congress/senate-bill/2556,"112th Congress (2011-2012)","A bill to extend the temporary suspension of duty on oysters (other than smoked), prepared or preserved.","Feinstein, Dianne [Sen.-D-CA] (Introduced 05/07/2012)",Democratic,05/07/2012,"Senate - Finance","Read twice and referred to the Committee on Finance.",05/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Foreign Trade and International Finance",Tariffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amends the Harmonized Tariff Schedule of the United States to extend the temporary suspension of duty on oysters (other than smoked), prepared or preserved.",,,,,,
"S. 2555",https://www.congress.gov/bill/112th-congress/senate-bill/2555,"112th Congress (2011-2012)","A bill to extend the temporary suspension of duty on certain parts and accessories of measuring or checking instruments.","Feinstein, Dianne [Sen.-D-CA] (Introduced 05/07/2012)",Democratic,05/07/2012,"Senate - Finance","Read twice and referred to the Committee on Finance.",05/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Foreign Trade and International Finance",Tariffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amends the Harmonized Tariff Schedule of the United States to extend the temporary suspension of duty on certain parts and accessories of measuring or checking instruments.",,,,,,
